0.467885,	LHAND_LINK3,	0.497014,	-0.960406,	0.557777,	0.771324,	-0.593626,	0.653395
0.487175,	LHAND_LINK3,	0.494441,	-0.958609,	0.556581,	0.723062,	-0.529312,	0.528736
0.509329,	LHAND_LINK3,	0.486085,	-0.961170,	0.528641,	0.649038,	-0.500671,	0.384410
0.645282,	LHAND_LINK3,	0.501309,	-0.973840,	0.522923,	0.745833,	-0.530368,	0.123010
0.374474,	LHAND_LINK3,	0.552288,	-1.001562,	0.556109,	0.797060,	-0.788001,	0.742412
0.302550,	LHAND_LINK4,	0.519339,	-0.931711,	0.608355,	0.709315,	-0.700496,	0.652912
0.198862,	LHAND_LINK4,	0.514522,	-0.928214,	0.607304,	0.628927,	-0.766730,	0.587796
0.302978,	LHAND_LINK4,	0.514135,	-0.928646,	0.606008,	0.521191,	-0.675159,	0.440206
0.528334,	LHAND_LINK4,	0.492942,	-0.959499,	0.554450,	0.668470,	-0.689422,	0.135660
0.864668,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.824869,	-0.225317,	1.005588
0.930855,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.764840,	-0.139787,	1.035880
0.973859,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.719995,	-0.083048,	1.047037
1.044494,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.613961,	-0.003825,	1.085044
1.061906,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.590495,	0.012859,	1.095105
1.073595,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.673575,	0.002550,	1.119934
1.143313,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.657146,	0.058790,	1.168246
1.081575,	LHAND_LINK4,	0.514367,	-0.928613,	0.609842,	0.653687,	0.008579,	1.131440
0.419988,	LHAND_LINK4,	0.519339,	-0.931711,	0.608355,	0.768048,	-0.595788,	0.649462
0.456924,	LHAND_LINK4,	0.514522,	-0.928214,	0.607304,	0.724122,	-0.529472,	0.530805
0.496268,	LHAND_LINK4,	0.514135,	-0.928646,	0.606008,	0.634996,	-0.484077,	0.421527
0.658665,	LHAND_LINK4,	0.490848,	-0.956663,	0.555557,	0.745833,	-0.530369,	0.123010
0.318514,	LHAND_LINK4,	0.578804,	-0.975896,	0.606357,	0.797060,	-0.788001,	0.742412
0.566648,	LLEG_LINK0,	0.728394,	-0.629811,	0.753632,	0.765860,	-0.137400,	1.031513
0.620342,	LLEG_LINK0,	0.728394,	-0.629811,	0.753632,	0.721160,	-0.083605,	1.047623
0.709950,	LLEG_LINK0,	0.728394,	-0.629811,	0.753632,	0.652038,	-0.012943,	1.096665
0.740706,	LLEG_LINK0,	0.728394,	-0.629811,	0.753632,	0.590495,	0.012859,	1.095105
0.731551,	LLEG_LINK0,	0.728394,	-0.629811,	0.753632,	0.681290,	0.000429,	1.122067
0.804431,	LLEG_LINK0,	0.728394,	-0.629811,	0.753632,	0.678573,	0.054853,	1.172992
0.745562,	LLEG_LINK0,	0.728394,	-0.629811,	0.753632,	0.653687,	0.008579,	1.131440
0.794936,	LLEG_LINK1,	0.740546,	-0.648266,	0.679989,	0.590495,	0.012859,	1.095105
0.860970,	LLEG_LINK1,	0.740546,	-0.648266,	0.679989,	0.678573,	0.054853,	1.172992
0.589032,	LLEG_LINK2,	0.732246,	-0.713374,	0.687364,	0.827614,	-0.218082,	0.991584
0.669964,	LLEG_LINK2,	0.715270,	-0.706450,	0.681030,	0.767785,	-0.132896,	1.023273
0.722745,	LLEG_LINK2,	0.715270,	-0.706450,	0.681030,	0.721160,	-0.083605,	1.047623
0.810989,	LLEG_LINK2,	0.715270,	-0.706450,	0.681030,	0.652038,	-0.012943,	1.096665
0.839305,	LLEG_LINK2,	0.715270,	-0.706450,	0.681030,	0.590495,	0.012859,	1.095105
0.833875,	LLEG_LINK2,	0.715270,	-0.706450,	0.681030,	0.681290,	0.000429,	1.122067
0.907169,	LLEG_LINK2,	0.715270,	-0.706450,	0.681030,	0.678573,	0.054853,	1.172992
0.847307,	LLEG_LINK2,	0.715270,	-0.706450,	0.681030,	0.653687,	0.008579,	1.131440
0.117621,	LLEG_LINK2,	0.697391,	-0.649731,	0.471552,	0.749316,	-0.544205,	0.473213
0.105436,	LLEG_LINK2,	0.630260,	-0.615980,	0.358054,	0.671284,	-0.519364,	0.348100
0.263393,	LLEG_LINK2,	0.655040,	-0.630417,	0.353708,	0.751576,	-0.518561,	0.135660
0.712456,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.830428,	-0.213420,	0.984867
0.765288,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.752588,	-0.119595,	1.015633
0.802699,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.723815,	-0.078927,	1.040496
0.869107,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.613437,	0.003366,	1.076803
0.885591,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.596768,	0.026268,	1.078730
0.905046,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.677192,	0.008412,	1.112684
0.973049,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.683236,	0.100979,	1.116060
0.911219,	LLEG_LINK3,	0.552355,	-0.602846,	0.457026,	0.682617,	0.055474,	1.073441
0.105487,	LLEG_LINK3,	0.634198,	-0.602255,	0.345087,	0.684879,	-0.510700,	0.358374
0.090773,	LLEG_LINK3,	0.634773,	-0.602527,	0.344766,	0.674905,	-0.521117,	0.346008
0.094090,	LLEG_LINK3,	0.749601,	-0.659711,	0.080060,	0.789965,	-0.580924,	0.048180
1.014445,	l_ankle,	0.790522,	-0.722088,	0.137220,	0.911978,	-0.472380,	1.112922
0.970266,	l_ankle,	0.683237,	-0.659063,	0.135660,	0.830428,	-0.213420,	0.984867
1.033271,	l_ankle,	0.683237,	-0.659063,	0.135660,	0.775286,	-0.123832,	1.014695
1.073993,	l_ankle,	0.683237,	-0.659063,	0.135660,	0.726171,	-0.073036,	1.034654
1.152526,	l_ankle,	0.670369,	-0.656941,	0.133710,	0.616365,	0.002387,	1.077472
1.168380,	l_ankle,	0.670369,	-0.656941,	0.133710,	0.598451,	0.025755,	1.079155
1.183274,	l_ankle,	0.683237,	-0.659063,	0.135660,	0.677192,	0.008412,	1.112685
1.240503,	l_ankle,	0.683237,	-0.659063,	0.135660,	0.683235,	0.100979,	1.116060
1.178981,	l_ankle,	0.683237,	-0.659063,	0.135660,	0.682617,	0.055474,	1.073441
0.259792,	l_ankle,	0.683237,	-0.659063,	0.135660,	0.709864,	-0.520339,	0.353693
0.094312,	l_ankle,	0.755997,	-0.650762,	0.048180,	0.793076,	-0.570589,	0.081231
0.072000,	l_ankle,	0.835957,	-0.686506,	0.000000,	0.867449,	-0.621759,	0.000000
0.302528,	RARM_LINK0,	0.845774,	-0.330881,	1.185181,	0.725484,	-0.079680,	1.067064
0.378931,	RARM_LINK0,	0.845774,	-0.330881,	1.185181,	0.660346,	-0.010949,	1.102420
0.436584,	RARM_LINK0,	0.845774,	-0.330881,	1.185181,	0.592964,	0.014037,	1.097288
0.393729,	RARM_LINK0,	0.845774,	-0.330881,	1.185181,	0.650990,	0.006557,	1.128460
